Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.1-192.168.10.3-53-62412-17,192.168.10.3,62412,192.168.10.1,53,17,07/07/2017 03:55:16,437943,1,1,47,156,47,47,47.0,0.0,156,156,156.0,0.0,463.5306421,4.566804356,437943.0,0.0,437943,437943,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,2.283402178,2.283402178,47,156,83.33333333,62.93117934,3960.333333,0,0,0,0,0,0,0,0,1,125.0,47.0,156.0,32,0,0,0,0,0,0,1,47,1,156,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-389-42552-6,192.168.10.50,42552,192.168.10.3,389,6,07/07/2017 03:55:16,64,1,4,0,12,0,0,0.0,0.0,6,0,3.0,3.464101615,187500.0,78125.0,16.0,22.19609575,48,1,0,0.0,0.0,0,0,50,16.66666667,27.13546265,48,1,0,0,0,0,32,104,15625.0,62500.0,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,32,0,0,0,0,0,0,1,0,4,12,237,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-29052-17,192.168.10.12,29052,192.168.10.3,53,17,07/07/2017 03:55:16,217,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1235023.041,18433.17972,72.33333333,84.45314283,166,2,49,49.0,0.0,49,49,2,2.0,0.0,2,2,0,0,0,0,80,80,9216.589862,9216.589862,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-18749-17,192.168.10.12,18749,192.168.10.3,53,17,07/07/2017 03:55:16,197,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1167512.69,20304.56853,65.66666667,112.0059522,195,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,10152.28426,10152.28426,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,80,0,0,0,0,0,0,2,66,2,164,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-64660-17,192.168.10.12,64660,192.168.10.3,53,17,07/07/2017 03:55:16,195,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,841025.641,20512.82051,65.0,29.44486373,99,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,10256.41026,10256.41026,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-63409-17,192.168.10.12,63409,192.168.10.3,53,17,07/07/2017 03:55:16,248,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1298387.097,16129.03226,82.66666667,103.4520823,199,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,8064.516129,8064.516129,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,80,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-35971-17,192.168.10.12,35971,192.168.10.3,53,17,07/07/2017 03:55:17,199,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,924623.1156,20100.50251,66.33333333,30.89228598,102,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,40,40,10050.25126,10050.25126,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-2920-17,192.168.10.50,2920,192.168.10.3,53,17,07/07/2017 03:55:17,166,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1662650.602,24096.38554,55.33333333,89.77935917,159,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12048.19277,12048.19277,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-22099-17,192.168.10.12,22099,192.168.10.3,53,17,07/07/2017 03:55:17,230,2,2,76,212,38,38,38.0,0.0,106,106,106.0,0.0,1252173.913,17391.30435,76.66666667,92.65167744,180,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,8695.652174,8695.652174,38,106,65.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,81.5,38.0,106.0,40,0,0,0,0,0,0,2,76,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-56486-17,192.168.10.12,56486,192.168.10.3,53,17,07/07/2017 03:55:17,191,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,858638.7435,20942.40838,63.66666667,27.13546265,95,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,10471.20419,10471.20419,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-46461-17,192.168.10.12,46461,192.168.10.3,53,17,07/07/2017 03:55:17,176,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1306818.182,22727.27273,58.66666667,99.88159657,174,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,11363.63636,11363.63636,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,80,0,0,0,0,0,0,2,66,2,164,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-7720-17,192.168.10.12,7720,192.168.10.3,53,17,07/07/2017 03:55:18,245,2,2,68,280,34,34,34.0,0.0,140,140,140.0,0.0,1420408.163,16326.53061,81.66666667,102.4955284,197,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,8163.265306,8163.265306,34,140,76.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,95.5,34.0,140.0,64,0,0,0,0,0,0,2,68,2,280,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-39499-17,192.168.10.12,39499,192.168.10.3,53,17,07/07/2017 03:55:18,238,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1126050.42,16806.72269,79.33333333,53.40724046,141,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,80,8403.361345,8403.361345,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-12944-17,192.168.10.12,12944,192.168.10.3,53,17,07/07/2017 03:55:18,240,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1116666.667,16666.66667,80.0,54.56189146,143,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,80,8333.333333,8333.333333,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-59119-17,192.168.10.50,59119,192.168.10.3,53,17,07/07/2017 03:55:18,310,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,838709.6774,12903.22581,103.3333333,173.782431,304,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,6451.612903,6451.612903,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-44943-17,192.168.10.12,44943,192.168.10.3,53,17,07/07/2017 03:55:18,249,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1293172.691,16064.25703,83.0,104.747315,201,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,80,80,8032.128514,8032.128514,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,80,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-15427-17,192.168.10.12,15427,192.168.10.3,53,17,07/07/2017 03:55:19,248,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1080645.161,16129.03226,82.66666667,60.05275459,152,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,80,80,8064.516129,8064.516129,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-33442-17,192.168.10.12,33442,192.168.10.3,53,17,07/07/2017 03:55:19,244,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1098360.656,16393.44262,81.33333333,56.00297611,146,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,80,80,8196.721311,8196.721311,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-45277-17,192.168.10.12,45277,192.168.10.3,53,17,07/07/2017 03:55:19,235,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1370212.766,17021.2766,78.33333333,97.60293711,188,1,1,1.0,0.0,1,1,46,46.0,0.0,46,46,0,0,0,0,40,40,8510.638298,8510.638298,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-2698-17,192.168.10.12,2698,192.168.10.3,53,17,07/07/2017 03:55:20,245,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1093877.551,16326.53061,81.66666667,58.31237719,149,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,8163.265306,8163.265306,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-29862-17,192.168.10.50,29862,192.168.10.3,53,17,07/07/2017 03:55:20,296,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,750000.0,13513.51351,98.66666667,169.1636289,294,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,6756.756757,6756.756757,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-54786-17,192.168.10.12,54786,192.168.10.3,53,17,07/07/2017 03:55:20,237,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,691983.1224,16877.63713,79.0,52.82991577,140,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,8438.818565,8438.818565,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-33577-17,192.168.10.12,33577,192.168.10.3,53,17,07/07/2017 03:55:20,246,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1089430.894,16260.1626,82.0,58.02585631,149,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,80,8130.081301,8130.081301,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-15705-17,192.168.10.12,15705,192.168.10.3,53,17,07/07/2017 03:55:20,258,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1248062.016,15503.87597,86.0,108.3466658,208,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,7751.937984,7751.937984,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-44238-17,192.168.10.12,44238,192.168.10.3,53,17,07/07/2017 03:55:21,189,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1216931.217,21164.02116,63.0,108.2543302,188,0,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,40,10582.01058,10582.01058,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,40,0,0,0,0,0,0,2,66,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-37788-17,192.168.10.12,37788,192.168.10.3,53,17,07/07/2017 03:55:21,264,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,606060.6061,15151.51515,88.0,146.3591473,257,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,7575.757576,7575.757576,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60618-17,192.168.10.3,60618,192.168.10.1,53,17,07/07/2017 03:55:21,60604,1,1,53,112,53,53,53.0,0.0,112,112,112.0,0.0,2722.592568,33.00112204,60604.0,0.0,60604,60604,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.50056102,16.50056102,53,112,72.66666667,34.06366588,1160.333333,0,0,0,0,0,0,0,0,1,109.0,53.0,112.0,20,0,0,0,0,0,0,1,53,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-88-50705-17,192.168.10.50,50705,192.168.10.3,88,17,07/07/2017 03:55:21,456,2,2,356,358,178,178,178.0,0.0,179,179,179.0,0.0,1565789.474,8771.929825,152.0,257.2100309,449,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,4385.964912,4385.964912,178,179,178.4,0.547722558,0.3,0,0,0,0,0,0,0,0,1,223.0,178.0,179.0,64,0,0,0,0,0,0,2,356,2,358,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-11430-17,192.168.10.12,11430,192.168.10.3,53,17,07/07/2017 03:55:21,235,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1140425.532,17021.2766,78.33333333,51.6752681,138,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,80,8510.638298,8510.638298,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-41295-17,192.168.10.12,41295,192.168.10.3,53,17,07/07/2017 03:55:21,236,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1135593.22,16949.15254,78.66666667,50.52062285,137,49,49,49.0,0.0,49,49,50,50.0,0.0,50,50,0,0,0,0,40,40,8474.576271,8474.576271,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-27238-17,192.168.10.12,27238,192.168.10.3,53,17,07/07/2017 03:55:22,239,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1347280.335,16736.40167,79.66666667,98.39884823,190,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,8368.200837,8368.200837,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,80,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-53902-17,192.168.10.12,53902,192.168.10.3,53,17,07/07/2017 03:55:22,262,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1229007.634,15267.17557,87.33333333,110.5998794,212,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,7633.587786,7633.587786,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-21021-17,192.168.10.12,21021,192.168.10.3,53,17,07/07/2017 03:55:22,257,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1042801.556,15564.20233,85.66666667,64.37649675,160,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,7782.101167,7782.101167,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-53-33609-17,192.168.10.50,33609,192.168.10.3,53,17,07/07/2017 03:55:22,201,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,796019.9005,19900.49751,67.0,111.718396,196,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,64,9950.248756,9950.248756,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-46321-17,192.168.10.12,46321,192.168.10.3,53,17,07/07/2017 03:55:22,197,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,832487.3096,20304.56853,65.66666667,30.59956427,101,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,10152.28426,10152.28426,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-51503-17,192.168.10.12,51503,192.168.10.3,53,17,07/07/2017 03:55:23,268,2,2,72,170,36,36,36.0,0.0,85,85,85.0,0.0,902985.0746,14925.37313,89.33333333,152.9978213,266,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,7462.686567,7462.686567,36,85,55.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,69.5,36.0,85.0,40,0,0,0,0,0,0,2,72,2,170,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-9668-17,192.168.10.12,9668,192.168.10.3,53,17,07/07/2017 03:55:23,196,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,836734.6939,20408.16327,65.33333333,30.022214,100,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,10204.08163,10204.08163,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-48909-17,192.168.10.12,48909,192.168.10.3,53,17,07/07/2017 03:55:23,217,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1483870.968,18433.17972,72.33333333,41.2835722,120,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,9216.589862,9216.589862,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-50250-17,192.168.10.12,50250,192.168.10.3,53,17,07/07/2017 03:55:23,253,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1272727.273,15810.27668,84.33333333,106.265391,204,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,7905.13834,7905.13834,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,80,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-4419-17,192.168.10.12,4419,192.168.10.3,53,17,07/07/2017 03:55:24,168,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,976190.4762,23809.52381,56.0,58.41232747,118,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,80,80,11904.7619,11904.7619,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.50-88-45053-17,192.168.10.50,45053,192.168.10.3,88,17,07/07/2017 03:55:24,993,2,2,2944,578,1472,1472,1472.0,0.0,289,289,289.0,0.0,3546827.795,4028.197382,331.0,566.3814969,985,3,5,5.0,0.0,5,5,3,3.0,0.0,3,3,0,0,0,0,64,64,2014.098691,2014.098691,289,1472,998.8,647.9557855,419846.7,0,0,0,0,0,0,0,0,1,1248.5,1472.0,289.0,64,0,0,0,0,0,0,2,2944,2,578,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-61583-17,192.168.10.12,61583,192.168.10.3,53,17,07/07/2017 03:55:24,235,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1140425.532,17021.2766,78.33333333,52.5388745,139,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,80,80,8510.638298,8510.638298,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-39205-17,192.168.10.12,39205,192.168.10.3,53,17,07/07/2017 03:55:24,248,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1298387.097,16129.03226,82.66666667,103.4520823,199,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,8064.516129,8064.516129,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-7849-17,192.168.10.12,7849,192.168.10.3,53,17,07/07/2017 03:55:24,251,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1067729.084,15936.25498,83.66666667,60.91250556,154,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,7968.12749,7968.12749,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-7086-17,192.168.10.12,7086,192.168.10.3,53,17,07/07/2017 03:55:25,203,2,2,62,160,31,31,31.0,0.0,80,80,80.0,0.0,1093596.059,19704.4335,67.66666667,33.20140559,106,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,9852.216749,9852.216749,31,80,50.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,63.25,31.0,80.0,64,0,0,0,0,0,0,2,62,2,160,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-33844-17,192.168.10.12,33844,192.168.10.3,53,17,07/07/2017 03:55:25,243,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1325102.881,16460.90535,81.0,100.6429332,194,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,8230.452675,8230.452675,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,80,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
