Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,campaign_id,timestamp,dataset
192.168.10.3-192.168.10.8-53-55258-17,192.168.10.8,55258.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,48921.0,2.0,2.0,88.0,200.0,44.0,44.0,44.0,0.0,100.0,100.0,100.0,0.0,5887.0425,81.76448,16307.0,28237.625,48913.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,40.88224,40.88224,44.0,100.0,66.4,30.672462,940.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,44.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,200.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-49284-17,192.168.10.8,49284.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,25739.0,2.0,2.0,90.0,202.0,45.0,45.0,45.0,0.0,101.0,101.0,101.0,0.0,11344.652,155.40619,8579.667,14772.95,25638.0,48.0,53.0,53.0,0.0,53.0,53.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,64.0,77.703094,77.703094,45.0,101.0,67.4,30.672462,940.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.25,45.0,101.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,202.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-59517-17,192.168.10.8,59517.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,52596.0,2.0,2.0,88.0,166.0,44.0,44.0,44.0,0.0,83.0,83.0,83.0,0.0,4829.2646,76.051414,17532.0,30360.252,52589.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,38.025707,38.025707,44.0,83.0,59.6,21.36118,456.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.5,44.0,83.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,166.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-60949-17,192.168.10.8,60949.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,24198.0,2.0,2.0,88.0,206.0,44.0,44.0,44.0,0.0,103.0,103.0,103.0,0.0,12149.765,165.30292,8066.0,13965.525,24192.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,64.0,82.65146,82.65146,44.0,103.0,67.6,32.31563,1044.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5,44.0,103.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,206.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-59338-17,192.168.10.8,59338.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,67089.0,2.0,2.0,86.0,228.0,43.0,43.0,43.0,0.0,114.0,114.0,114.0,0.0,4680.35,59.62229,22363.0,38727.79,67082.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,29.811146,29.811146,43.0,114.0,71.4,38.8883,1512.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.25,43.0,114.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,228.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-51001-17,192.168.10.8,51001.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,1.2126132e+07,10.0,2.0,460.0,92.0,46.0,46.0,46.0,0.0,46.0,46.0,46.0,0.0,45.521523,0.98959833,1.1023756e+06,1.6008474e+06,4.119089e+06,1.0,8.007042e+06,889671.3,1.3649242e+06,4.000233e+06,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,200.0,40.0,0.82466525,0.16493306,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.833332,46.0,46.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,460.0,2.0,92.0,-1.0,-1.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-60118-17,192.168.10.8,60118.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,49624.0,2.0,2.0,90.0,222.0,45.0,45.0,45.0,0.0,111.0,111.0,111.0,0.0,6287.2803,80.606155,16541.334,28605.404,49572.0,4.0,48.0,48.0,0.0,48.0,48.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,40.303078,40.303078,45.0,111.0,71.4,36.14969,1306.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.25,45.0,111.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,222.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-54858-17,192.168.10.8,54858.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,24287.0,2.0,2.0,90.0,202.0,45.0,45.0,45.0,0.0,101.0,101.0,101.0,0.0,12022.893,164.69716,8095.6665,14016.91,24281.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,82.34858,82.34858,45.0,101.0,67.4,30.672462,940.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.25,45.0,101.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,202.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-57138-17,192.168.10.8,57138.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,28125.0,2.0,2.0,86.0,228.0,43.0,43.0,43.0,0.0,114.0,114.0,114.0,0.0,11164.444,142.22223,9375.0,16233.646,28120.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,71.111115,71.111115,43.0,114.0,71.4,38.8883,1512.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.25,43.0,114.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,228.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-62717-17,192.168.10.8,62717.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,28879.0,2.0,2.0,92.0,188.0,46.0,46.0,46.0,0.0,94.0,94.0,94.0,0.0,9695.627,138.50896,9626.333,16628.28,28827.0,4.0,48.0,48.0,0.0,48.0,48.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,69.25448,69.25448,46.0,94.0,65.2,26.290682,691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.5,46.0,94.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,2.0,188.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-61490-17,192.168.10.8,61490.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,50672.0,2.0,2.0,88.0,214.0,44.0,44.0,44.0,0.0,107.0,107.0,107.0,0.0,5959.899,78.93906,16890.666,29212.201,50622.0,1.0,1.0,1.0,0.0,1.0,1.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,64.0,39.46953,39.46953,44.0,107.0,69.2,34.50652,1190.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.5,44.0,107.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,214.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-72.21.91.113-137-137-17,192.168.10.8,137.0,72.21.91.113,137.0,17.0,6/7/2017 2:31,2.999716e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.004734,1.0000947,1.499858e+06,321.0265,1.500085e+06,1.499631e+06,2.999716e+06,1.499858e+06,321.0265,1.500085e+06,1.499631e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0000947,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
162.248.16.28-192.168.10.8-137-137-17,192.168.10.8,137.0,162.248.16.28,137.0,17.0,6/7/2017 2:31,3.086835e+06,3.0,3.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,48.593464,1.9437385,617367.0,726507.9,1.413279e+06,86738.0,3.000097e+06,1.5000485e+06,36.062447,1.500074e+06,1.500023e+06,2.999966e+06,1.499983e+06,48.08326,1.500017e+06,1.499949e+06,0.0,0.0,0.0,0.0,84.0,60.0,0.97186923,0.97186923,0.0,50.0,28.571428,26.726124,714.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333332,50.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,3.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-60934-17,192.168.10.8,60934.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,48691.0,2.0,2.0,90.0,202.0,45.0,45.0,45.0,0.0,101.0,101.0,101.0,0.0,5997.0015,82.1507,16230.333,28106.566,48685.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,41.07535,41.07535,45.0,101.0,67.4,30.672462,940.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.25,45.0,101.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,202.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-38.71.5.33-137-137-17,192.168.10.8,137.0,38.71.5.33,137.0,17.0,6/7/2017 2:31,2.99949e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.008503,1.00017,1.499745e+06,492.14633,1.500093e+06,1.499397e+06,2.99949e+06,1.499745e+06,492.14633,1.500093e+06,1.499397e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.00017,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-65344-17,192.168.10.8,65344.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,74827.0,2.0,2.0,88.0,204.0,44.0,44.0,44.0,0.0,102.0,102.0,102.0,0.0,3902.3347,53.45664,24942.334,43196.19,74821.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,26.72832,26.72832,44.0,102.0,67.2,31.767908,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,44.0,102.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,204.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-199.187.193.1-137-137-17,192.168.10.8,137.0,199.187.193.1,137.0,17.0,6/7/2017 2:31,3.060146e+06,3.0,3.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,49.01727,1.9606907,612029.2,755747.9,1.43993e+06,59975.0,3.000171e+06,1.5000855e+06,0.70710677,1.500086e+06,1.500085e+06,2.999949e+06,1.4999745e+06,98.28784,1.500044e+06,1.499905e+06,0.0,0.0,0.0,0.0,84.0,60.0,0.98034537,0.98034537,0.0,50.0,28.571428,26.726124,714.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333332,50.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,3.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
185.167.164.41-192.168.10.8-137-137-17,192.168.10.8,137.0,185.167.164.41,137.0,17.0,6/7/2017 2:31,2.999222e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.01297,1.0002594,1.499611e+06,671.75146,1.500086e+06,1.499136e+06,2.999222e+06,1.499611e+06,671.75146,1.500086e+06,1.499136e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0002594,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-58394-17,192.168.10.8,58394.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,62234.0,2.0,2.0,88.0,200.0,44.0,44.0,44.0,0.0,100.0,100.0,100.0,0.0,4627.6953,64.27355,20744.666,35926.49,62229.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,40.0,32.136776,32.136776,44.0,100.0,66.4,30.672462,940.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,44.0,100.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,200.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-56100-17,192.168.10.8,56100.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,26364.0,2.0,2.0,90.0,156.0,45.0,45.0,45.0,0.0,78.0,78.0,78.0,0.0,9330.906,151.72205,8788.0,15177.112,26313.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,64.0,75.86102,75.86102,45.0,78.0,58.2,18.074844,326.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.75,45.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,156.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-65044-17,192.168.10.8,65044.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,24493.0,2.0,2.0,86.0,210.0,43.0,43.0,43.0,0.0,105.0,105.0,105.0,0.0,12085.086,163.31197,8164.3335,14134.112,24485.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,81.65598,81.65598,43.0,105.0,67.8,33.958797,1153.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.75,43.0,105.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,210.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-61400-17,192.168.10.8,61400.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,49883.0,2.0,2.0,84.0,210.0,42.0,42.0,42.0,0.0,105.0,105.0,105.0,0.0,5893.7915,80.18764,16627.666,28754.072,49830.0,4.0,49.0,49.0,0.0,49.0,49.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,40.09382,40.09382,42.0,105.0,67.2,34.50652,1190.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,42.0,105.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,210.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-57697-17,192.168.10.8,57697.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,48823.0,2.0,2.0,88.0,198.0,44.0,44.0,44.0,0.0,99.0,99.0,99.0,0.0,5857.895,81.9286,16274.333,28182.775,48817.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,40.9643,40.9643,44.0,99.0,66.0,30.12474,907.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.5,44.0,99.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,198.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-40.121.219.108-137-137-17,192.168.10.8,137.0,40.121.219.108,137.0,17.0,6/7/2017 2:31,3.000102e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,49.9983,0.999966,1.500051e+06,26.870058,1.50007e+06,1.500032e+06,3.000102e+06,1.500051e+06,26.870058,1.50007e+06,1.500032e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.999966,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-38.69.238.82-137-137-17,192.168.10.8,137.0,38.69.238.82,137.0,17.0,6/7/2017 2:31,2.999583e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.00695,1.000139,1.4997915e+06,405.17218,1.500078e+06,1.499505e+06,2.999583e+06,1.4997915e+06,405.17218,1.500078e+06,1.499505e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.000139,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-108.59.6.118-137-137-17,192.168.10.8,137.0,108.59.6.118,137.0,17.0,6/7/2017 2:31,2.999191e+06,3.0,0.0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.01349,1.0002698,1.4995955e+06,656.9022,1.50006e+06,1.499131e+06,2.999191e+06,1.4995955e+06,656.9022,1.50006e+06,1.499131e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0002698,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666664,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,0.0,0.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-64317-17,192.168.10.8,64317.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,48997.0,2.0,2.0,90.0,248.0,45.0,45.0,45.0,0.0,124.0,124.0,124.0,0.0,6898.3813,81.63765,16332.333,28282.37,48990.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,64.0,40.818825,40.818825,45.0,124.0,76.6,43.27008,1872.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.75,45.0,124.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,248.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-52405-17,192.168.10.8,52405.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,24137.0,2.0,2.0,88.0,208.0,44.0,44.0,44.0,0.0,104.0,104.0,104.0,0.0,12263.33,165.72067,8045.6665,13928.575,24129.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,82.86034,82.86034,44.0,104.0,68.0,32.863354,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,44.0,104.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,2.0,208.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.8-199.244.49.56-137-137-17,192.168.10.8,137.0,199.244.49.56,137.0,17.0,6/7/2017 2:31,3.022556e+06,3.0,3.0,150.0,150.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,99.253746,1.9850749,604511.2,796060.3,1.476931e+06,23110.0,2.999446e+06,1.499723e+06,510.5311,1.500084e+06,1.499362e+06,2.999366e+06,1.499683e+06,506.28845,1.500041e+06,1.499325e+06,0.0,0.0,0.0,0.0,84.0,84.0,0.99253744,0.99253744,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.333332,50.0,50.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,3.0,150.0,-1.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
192.168.10.3-192.168.10.8-53-57738-17,192.168.10.8,57738.0,192.168.10.3,53.0,17.0,6/7/2017 2:31,28184.0,2.0,2.0,82.0,190.0,41.0,41.0,41.0,0.0,95.0,95.0,95.0,0.0,9650.866,141.9245,9394.667,16189.768,28089.0,47.0,48.0,48.0,0.0,48.0,48.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,40.0,64.0,70.96225,70.96225,41.0,95.0,62.6,29.577019,874.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.25,41.0,95.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,190.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,cicids2017-thursday,2017-07-06 14:31:00+00:00,cicids2017
